fid,cat,field_1,X,stream,reach,seq_order,channel_ty,latitude,longitude,unit_lengt,wetted_wid,max_depth_,pool_crest,LWD_small,LWD_med,LWD_large,root_debri,riparian_s,total_shad,fish_prese,undercut_L,undercut_R,sand,gravel,cobble,boulder,bedrock,dominantSi,dominant_1,understory,understo_1,understo_2,understo_3,understo_4,understo_5,overstoryV,overstor_1,overstor_2,overstor_3,overstor_4,overstor_5,overstor_6,overstor_7,riverDist
"491","491","495","496",Mahogany Creek,MC4-15-1,"189",FTRP5,41.5320112648862,-118.995175811475,"10.9","1.79","0.16",NA,"0","0","0","0","18","62",N,"0","0","60","15","15","0","0",SS,SS,"80","20","0","75","25","0","0","20","15","30","0","20","0","30",7773.3621736201
"492","492","496","497",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"493","493","497","498",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"494","494","498","499",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"495","495","499","500",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"496","496","500","501",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"497","497","501","502",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"498","498","502","503",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"499","499","503","504",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"500","500","504","505",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"501","501","505","506",Mahogany Creek,MC4-15-1,"190",FTRF6,41.5319396652807,-118.995149637768,"9.6","0.94","0.16",NA,"0","0","0","0","0","53",N,"0","0","50","30","10","10","0",SS,SS,"85","15","0","80","20","0","0","0","0","0","0","0","0","0",7777.54871040993
"502","502","506","507",Mahogany Creek,MC4-15-1,"191",SDOT5,41.5317962581275,-118.99510927051,"3.4","2.14","0.18","0.33","0","0","0","0","11","61",N,"0","0","60","15","15","10","0",SS,SS,"80","20","0","85","15","0","70","0","0","20","75","0","0","10",7784.94500832687
"503","503","507","508",Mahogany Creek,MC4-15-1,"192",SSMC6,41.5318973585147,-118.994992514327,"2.4","1.7","0.26","0.36","0","0","0","0","11","41",N,"0","0","70","15","15","0","0",SS,SS,"75","25","0","80","20","0","80","0","0","20","60","0","0","15",7791.64479137561
"504","504","508","509",Mahogany Creek,MC4-15-1,"193",FTRF7,41.5317422465324,-118.995107610296,"9","1.73","0.08",NA,"0","0","0","0","50","55",N,"0","0","80","10","9","1","0",SS,SS,"70","30","0","90","10","0","5","0","0","50","1","0","40","30",7786.6194377538
"505","505","509","510",Mahogany Creek,MC4-15-1,"194",SSMC7,41.5316989001724,-118.995010387145,"1.8","1.32","0.22","0.43","1","0","0","1","40","44",N,"0","0","90","5","4","1","0",SS,SS,"70","30","0","95","5","0","5","0","0","50","0","10","25","50",7795.83057952653
"506","506","510","511",Mahogany Creek,MC4-15-1,"195",FTRF8,41.5317359474302,-118.994951594084,"2.5","1.14","0.09",NA,"2","0","0","0","59","69",N,"0","0","70","25","5","0","0",SS,SP,"70","30","0","95","5","0","5","0","0","50","0","0","30","50",7799.59902429831
"507","507","511","512",Mahogany Creek,MC4-15-1,"196",FNRN9,41.5318194595709,-118.994810324465,"3","1.5","0.17",NA,"1","0","0","0","47","51",N,"0","0.5","95","4","1","0","0",SS,ST,"70","30","0","97","3","0","5","0","10","50","0","0","50","70",7808.81096824983
"508","508","512","513",Mahogany Creek,MC4-15-1,"197",FTRF10,41.5318650928992,-118.99477576781,"10","2.4","0.08",NA,"1","0","0","0","89","92",N,"9","10","68","30","1","1","0",ST,ST,"70","30","0","92","8","0","5","0","30","50","0","0","50","70",7810.34647616684
"509","509","513","514",Mahogany Creek,MC4-15-1,"197",FTRF10,41.5318650928992,-118.99477576781,"10","2.4","0.08",NA,"1","0","0","0","89","92",N,"9","10","68","30","1","1","0",ST,ST,"70","30","0","92","8","0","5","0","30","50","0","0","50","70",7810.34647616684
"510","510","514","515",Mahogany Creek,MC4-15-1,"198",FNRN11,41.5318659244257,-118.994727847856,"5","3.16","0.14",NA,"1","0","0","2","94","94",N,"1","5","90","10","0","0","0",SP,ST,"70","30","0","92","8","0","20","0","40","30","0","0","60","80",7814.25430943466
"511","511","515","516",Mahogany Creek,MC4-15-1,"199",FTRF12,41.5317051368482,-118.994650988411,"1.7","1.06","0.04",NA,"0","0","0","1","81","83",N,"0","0","70","30","0","0","0",SP,ST,"70","30","0","90","10","0","0","20","60","50","0","5","60","70",7825.13942361811
"512","512","516","517",Mahogany Creek,MC4-15-1,"200",SSMC8,41.5318043660044,-118.994642051462,"1.5","1.07","0.14",NA,"0","0","0","1","92","92",N,"0","0","90","10","0","0","0",SP,ST,"70","30","0","90","10","0","0","40","60","50","0","10","50","50",7823.04662573438
"513","513","517","518",Mahogany Creek,MC8-15-3,"391",FTCC1,41.5088979470729,-118.95545185148,"10.6","1.15","0.14",NA,"1","0","0","0","87","87",N,"2","0","40","34","24","2","0",ST,SP,"70","30","0","50","50","0","0","0","78","1","0","0","75","1",13255.6561388842
"514","514","518","519",Mahogany Creek,MC8-15-3,"392",FTRP2,41.5089441801482,-118.95538135014,"14.3","0.9","0.13",NA,"1","0","0","2","88","88",N,"4","10","45","37","16","2","0",ST,ST,"70","30","0","60","40","0","0","0","89","5","0","0","72","4",13250.5213509527
"515","515","519","520",Mahogany Creek,MC8-15-3,"393",FTRF3,41.5087637290854,-118.955399882641,"25.5","1.1","0.1",NA,"0","0","0","3","86","86",N,"3","9","50","31","19","0","0",ST,ST,"65","35","0","63","37","0","0","0","85","16","1","0","70","3",13270.5629665769
"516","516","520","521",Mahogany Creek,MC8-15-3,"394",SSPL1,41.508556271463,-118.955417602121,"1.55","1.1","0.15","0.31","0","0","0","1","88","88",N,"0","0","79","15","1","5","0",SS,SP,"70","30","0","75","25","0","0","0","80","7","0","0","90","1",13293.6039414809
"517","517","521","522",Mahogany Creek,MC8-15-3,"395",FTRP4,41.5085656810277,-118.955393921147,"22","0.75","0.12",NA,"0","2","0","4","95","95",N,"5","2","50","31","18","1","0",ST,SP,"70","30","0","76","23","1","0","0","60","35","1","0","85","5",13292.558953438
"518","518","522","523",Mahogany Creek,MC8-15-3,"396",SSMC2,41.5083482027509,-118.955471249322,"1.2","1.15","0.15","0.29","0","0","0","0","97","97",N,"0","0","79","15","6","0","0",SP,SP,"65","35","0","80","20","0","0","0","35","20","0","0","80","1",13316.7128801408
"519","519","523","524",Mahogany Creek,MC8-15-3,"397",FTRP5,41.5083387931719,-118.955494930206,"38","0.9","0.12",NA,"4","1","1","10","89","89",N,"3.5","4.5","50","40","9","1","0",SP,SP,"75","25","0","80","20","0","0","0","90","15","0","0","90","15",13317.7579391062
"520","520","524","525",Mahogany Creek,MC8-15-3,"398",SSLS3,41.5080407025801,-118.955545867081,"1","0.91","0.13","0.29","0","0","0","1","86","86",N,"0","1","70","27","3","0","0",SS,SS,"75","25","0","70","30","0","0","0","90","7","0","0","90","3",13350.8650053881
"521","521","525","526",Mahogany Creek,MC8-15-3,"399",FTRP6,41.5079862820653,-118.955568192871,"5","1.1","0.11",NA,"0","0","0","0","98","98",N,"1","2","55","30","12","3","0",ST,SS,"80","20","0","84","16","0","0","0","90","2","0","0","90","10",13356.9091348579
"522","522","526","527",Mahogany Creek,MC8-15-3,"400",SSMC4,41.5080239204031,-118.955473469844,"1.1","1","0.12","0.26","0","0","0","0","94","94",N,"0.5","0","75","20","5","0","0",SP,SS,"80","20","0","80","20","0","0","0","90","1","0","0","90","8",13352.7288691596
"523","523","527","528",Mahogany Creek,MC8-15-3,"401",FTRP7,41.5079782983882,-118.955508042541,"39","0.72","0.1",NA,"4","1","1","8","85","85",N,"5.5","4.5","60","30","9","1","0",ST,SS,"60","40","0","70","30","0","0","0","85","3","0","0","90","10",13357.7958363235
"524","524","528","529",Mahogany Creek,MC8-15-3,"402",FTRF8,41.5075623645559,-118.955603359438,"9.5","0.91","0.09",NA,"0","0","0","1","70","70",N,"0","0","60","30","10","0","0",SP,SP,"55","44","1","60","40","0","0","0","85","16","0","0","90","10",13399.4538878153
"525","525","529","530",Mahogany Creek,MC8-15-3,"402",FTRF8,41.5075623645559,-118.955603359438,"9.5","0.91","0.09",NA,"0","0","0","1","70","70",N,"0","0","60","30","10","0","0",SP,SP,"55","44","1","60","40","0","0","0","85","16","0","0","90","10",13399.4538878153
"526","526","530","531",Mahogany Creek,MC8-15-3,"402",FTRF8,41.5075623645559,-118.955603359438,"9.5","0.91","0.09",NA,"0","0","0","1","70","70",N,"0","0","60","30","10","0","0",SP,SP,"55","44","1","60","40","0","0","0","85","16","0","0","90","10",13399.4538878153
"527","527","531","532",Mahogany Creek,MC8-15-3,"402",FTRF8,41.5075623645559,-118.955603359438,"9.5","0.91","0.09",NA,"0","0","0","1","70","70",N,"0","0","60","30","10","0","0",SP,SP,"55","44","1","60","40","0","0","0","85","16","0","0","90","10",13399.4538878153
"528","528","532","533",Mahogany Creek,MC8-15-3,"402",FTRF8,41.5075623645559,-118.955603359438,"9.5","0.91","0.09",NA,"0","0","0","1","70","70",N,"0","0","60","30","10","0","0",SP,SP,"55","44","1","60","40","0","0","0","85","16","0","0","90","10",13399.4538878153
"529","529","533","534",Mahogany Creek,MC8-15-3,"403",FTRP9,41.5075709593251,-118.955627582017,"25.2","1.5","0.09",NA,"5","2","0","5","77","77",N,"8","0","55","35","9","1","0",SP,SP,"70","30","0","60","40","0","0","0","88","25","0","0","88","15",13397.7813569408
"530","530","534","535",Mahogany Creek,MC8-15-3,"404",FTRP10,41.5072644776123,-118.955642319608,"57.5","0.91","0.1",NA,NA,"5","2","3","83","83",N,"23.5","14.5","63","27","10","0","0",SS,SS,"30","60","10","25","65","10","0","0","45","15","2","0","75","15",13429.2136125072
"531","531","535","536",Mahogany Creek,MC8-15-3,"404",FTRP10,41.5072644776123,-118.955642319608,"57.5","0.91","0.1",NA,NA,"5","2","3","83","83",N,"23.5","14.5","63","27","10","0","0",SS,SS,"30","60","10","25","65","10","0","0","45","15","2","0","75","15",13429.2136125072
"532","532","536","537",Mahogany Creek,MC8-15-3,"405",SSMC5,41.5068714369034,-118.955450760885,"1.1","1","0.1","0.29","0","0","0","0","86","86",N,"1","1","80","20","0","0","0",SS,SS,"60","40","0","50","49","1","0","0","40","25","0","0","60","5",13463.618406781
"533","533","537","538",Mahogany Creek,MC8-15-3,"406",FTRP11,41.5068804390904,-118.955451031852,"42","0.7","0.1",NA,"2","1",NA,"5","84","84",N,"7","1.25","65","25","10","0","0",SS,SS,"35","63","2","60","39","1","0","0","80","10","0","0","75","10",13462.9600691609
"534","534","538","539",Mahogany Creek,MC8-15-3,"407",SSPL6,41.5057040038594,-118.955247879873,"1.19","0.77","0.15","0.29","0","0","0","0","93","93",N,"1.19","0.25","85","10","5","0","0",SS,SS,"42","55","3","60","39","1","0","0","90","5","0","0","70","5",13609.3819754355
"535","535","539","540",Mahogany Creek,MC8-15-3,"408",FTRP12,41.5065962389094,-118.955214824293,"23","0.56","0.05",NA,"0","0","1","3","94","94",N,"14.5","2","55","34","10","1","0",SS,SS,"50","45","5","65","34","1","0","0","84","25","1","0","70","20",13514.2207264544
"536","536","540","541",Mahogany Creek,MC8-15-3,"409",FTRP13,41.5064067856195,-118.955233085907,"43.5","0.91","0.09",NA,"5","1","0","7","94","94",N,"15","7","60","29","10","1","0",SS,SS,"45","50","5","60","39","1","0","0","90","30","0","0","70","50",13534.1661957847
"537","537","541","542",Mahogany Creek,MC8-15-3,"410",SSPL7,41.506083521445,-118.955175430323,"1.23","0.57","0.12","0.26","0","1","0","0","88","88",N,"1.19","0.25","70","20","10","0","0",SS,SS,"45","52","3","55","44","1","0","0","60","45","0","0","75","40",13570.258336922
"538","538","542","543",Mahogany Creek,MC7-787,"461",SSMC1,41.5162315597442,-118.95744621275,"2","1.35","0.14","0.3","0","0","0","0","80","80",N,"2","0","75","15","10","0","0",SS,SS,"60","35","5","50","45","5","0","0","85","0","0","0","70","0",12406.4121728556
"539","539","543","544",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"540","540","544","545",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"541","541","545","546",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"542","542","546","547",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"543","543","547","548",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"544","544","548","549",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"545","545","549","550",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"546","546","550","551",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"547","547","551","552",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"548","548","552","553",Mahogany Creek,MC7-787,"462",FTRP1,41.5161773428413,-118.95745656212,"31.5","1","0.1",NA,"1","0","0","1","74","74",N,"14","5","50","35","10","5","0",SS,SS,"65","30","5","60","30","10","0","20","15","10","0","0","80","5",12411.8787905491
"549","549","553","554",Mahogany Creek,MC7-787,"463",SSMC2,41.5160177510343,-118.957307950102,"1","1.1","0.13","0.28","0","0","0","0","71","71",N,"1","0","60","30","9","1","0",SS,SS,"60","30","10","40","55","5","0","0","70","0","1","15","0","0",12434.7480826833
"550","550","554","555",Mahogany Creek,MC7-787,"464",FTRP2,41.5160177510343,-118.957307950102,"5.5","1.2","0.13",NA,"0","0","0","1","72","72",N,"3","0","50","35","10","5","0",SS,SS,"55","50","5","45","45","10","0","0","80","5","2","20","0","0",12434.7480826833
"551","551","555","556",Mahogany Creek,MC7-787,"465",SSMC3,41.515973759793,-118.957246706902,"2.3","1.45","0.13","0.24","0","0","0","0","83","83",N,"0","0","60","35","5","0","0",SS,SS,"40","50","10","35","60","5","0","0","80","5","3","15","0","0",12441.7703982243
"552","552","556","557",Mahogany Creek,MC7-787,"466",FTRP3,41.5159473650316,-118.957209961023,"7.9","1.1","0.09",NA,"0","0","0","1","90","90",N,"3","0","50","25","0","15","0",SS,GF,"60","35","5","35","50","15","0","0","90","10","0","10","0","0",12445.9846091572
"553","553","557","558",Mahogany Creek,MC7-787,"467",FTRF4,41.5159211741604,-118.957161237853,"9.6","1.15","0.08",NA,"0","0","0","1","96","96",N,"2","1","55","25","17","3","0",SS,SS,"20","70","10","25","70","5","0","5","40","10","15","0","0","30",12450.7232851767
"554","554","558","559",Mahogany Creek,MC7-787,"468",SSLS4,41.5157853260904,-118.957205077687,"1.5","1.2","0.15","0.27","0","0","0","1","76","76",N,"0.5","0","80","20","0","0","0",SS,SS,"65","30","5","60","30","10","0","45","20","0","5","60","0","0",12461.8298631364
"555","555","559","560",Mahogany Creek,MC7-787,"469",FTRF5,41.515783694801,-118.957300896038,"47","1.1","0.06",NA,"0","0","0","4","84","84",N,"0","2","50","40","10","0","0",SS,SS,"50","45","5","40","50","10","10","20","15","10","0","15","0","0",12457.6342054129
"556","556","560","561",Mahogany Creek,MC7-787,"470",SSLS5,41.5153845104101,-118.956941347883,"3.1","1.2","0.16","0.32","0","0","0","1","93","93",N,"0","1","80","15","5","0","0",SS,SS,"45","50","5","60","35","5","0","50","35","10","5","20","0","15",12512.4566201047
"557","557","561","562",Mahogany Creek,MC7-787,"471",FTRF6,41.5153851220359,-118.956905416216,"25","0.94","0.11",NA,"0","0","0","0","86","86",N,"1.5","4","35","25","20","0","0",SS,SS,"30","60","10","25","65","10","0","15","60","5","10","20","0","15",12514.0299780432
"558","558","562","563",Mahogany Creek,MC7-787,"471",FTRF6,41.5153851220359,-118.956905416216,"25","0.94","0.11",NA,"0","0","0","0","86","86",N,"1.5","4","35","25","20","0","0",SS,SS,"30","60","10","25","65","10","0","15","60","5","10","20","0","15",12514.0299780432
"559","559","563","564",Mahogany Creek,MC7-787,"472",FNRN7,41.5151885014583,-118.95681560844,"2.3","0.97","0.13",NA,"0","0","0","0","85","85",N,"0","0.5","55","40","5","0","0",SS,SS,"30","65","5","60","35","5","0","70","0","5","2","5","0","15",12537.0676068606
"560","560","564","565",Mahogany Creek,MC7-787,"473",FTRF8,41.5152705402604,-118.956758163554,"41","1.41","0.1",NA,"0","0","0","3","85","85",N,"8","2","50","34","15","1","0",SS,GF,"30","60","10","50","45","5","1","60","15","10","1","10","10","5",12531.7672630453
"561","561","565","566",Mahogany Creek,MC7-787,"474",SSLS6,41.5149562798261,-118.956700762054,"1","1.5","0.13","0.27","0","0","0","1","87","87",N,"0.75","0","70","25","5","0","0",SS,SS,"30","60","10","45","50","5","0","8","30","10","0","5","20","0",12564.6752859003
"562","562","566","567",Mahogany Creek,MC7-787,"475",FTRP9,41.5149478892038,-118.956664559406,"3.1","1.3","0.09",NA,"0","0","0","0","71","71",N,"0","0","55","40","5","0","0",SS,SS,"50","35","15","50","40","10","0","40","5","10","0","30","15","0",12567.1289437297
"563","563","567","568",Mahogany Creek,MC7-787,"476",SSMC7,41.5149476853566,-118.95667653655,"1.5","1.2","0.16","0.3","0","0","0","0","83","83",N,"0","1","75","15","10","0","0",SS,SS,"45","50","5","35","60","5","0","10","0","5","0","20","15","0",12566.6044914542
"564","564","568","569",Mahogany Creek,MC7-787,"477",FTRP10,41.514902674518,-118.956675180481,"32","1","0.09",NA,"0","0","0","3","86","86",N,"8","5","50","35","15","0","0",SS,SS,"65","40","5","60","35","5","0","20","10","10","0","15","25","5",12571.0059465024
"565","565","569","570",Mahogany Creek,MC7-787,"478",FTRF11,41.5145990468587,-118.956522234337,"14","1.38","0.08",NA,"1","0","0","2","65","65",N,"4","2","50","35","15","0","0",SS,SS,"40","50","10","50","45","5","0","15","40","25","2","25","60","5",12607.2292936149
"566","566","570","571",Mahogany Creek,MC7-787,"479",SSLS8,41.514453177637,-118.956625688804,"1.8","0.95","0.12","0.25","0","0","0","1","87","87",N,"1.5","0","80","20","0","0","0",SS,SS,"45","45","10","50","45","5","0","0","75","10","0","0","60","0",12616.5938226955
"567","567","571","572",Mahogany Creek,MC7-787,"480",FTRP12,41.5144992076693,-118.95656715951,"15","1.25","0.11",NA,"2","0","0","3","90","90",N,"2","5","50","30","15","5","0",SS,SS,"35","50","15","30","60","10","0","5","80","10","0","10","75","0",12614.814652578
"568","568","572","573",Mahogany Creek,MC1-013,"1000",FTRF1,41.5250121190586,-119.061585762101,"4.7","0.85","0.08",NA,"0","0","0","0","12","12",N,"0.5","0.5","80","20","0","0","0",GF,GF,"0","45","55","5","95","0","0","0","0","0","0","0","0","0",227.976371352597
"569","569","573","574",Mahogany Creek,MC1-013,"1001",FNRN2,41.5250309814541,-119.061538420874,"8.9","0.8","0.14",NA,"0","0","0","0","20","20",Y,"2","1.5","70","30","0","0","0",GF,GF,"15","80","5","10","85","5","0","0","0","0","0","0","0","0",232.410735725139
"570","570","574","575",Mahogany Creek,MC1-013,"1002",FTRF3,41.5250140523431,-119.06147795804,"5.1","0.88","0.11",NA,"0","0","0","0","10","10",N,"2","0","65","35","0","0","0",GF,GF,"10","90","0","15","85","0","0","0","0","0","0","0","0","0",236.866067407895
"571","571","575","576",Mahogany Creek,MC1-013,"1003",SSMC1,41.5250425606595,-119.061394967901,"3.2","0.82","0.2","0.27","0","0","0","0","16","16",N,"1.5","0","75","25","0","0","0",GF,GF,"15","80","5","5","87","8","0","0","0","0","0","0","0","0",244.505478051139
"572","572","576","577",Mahogany Creek,MC1-013,"1004",FNRN4,41.5250695653799,-119.061395825375,"4.9","0.75","0.16",NA,"0","0","0","0","13","13",Y,"0","0","80","20","0","0","0",GF,GF,"10","90","0","15","85","0","0","0","0","0","0","0","0","0",245.23057243313
"573","573","577","578",Mahogany Creek,MC1-013,"1005",FTRF5,41.5251055716736,-119.061396968675,"4.7","0.79","0.11",NA,"0","0","0","0","10","10",N,"1.5","0.5","75","25","0","0","0",GF,GF,"13","80","7","15","80","5","0","0","0","0","0","0","0","0",246.197312373931
"574","574","578","579",Mahogany Creek,MC1-013,"1006",FNRN6,41.5251244339938,-119.061349627322,"10","0.62","0.2",NA,"0","0","0","0","17","17",,"0","0","85","15","0","0","0",GF,GF,"20","80","0","15","85","0","0","0","0","0","0","0","0","0",250.631735745078
"575","575","579","580",Mahogany Creek,MC1-013,"1007",FTRF7,41.5251713749321,-119.06124325208,"4.4","0.64","0.13",NA,"0","0","0","0","17","17",,"1.5","0","85","15","0","0","0",GF,GF,"10","90","0","5","95","0","0","0","0","0","0","0","0","0",260.730012096637
"576","576","580","581",Mahogany Creek,MC1-013,"1008",FNRN8,41.5251810208408,-119.061207603098,"4.1","0.62","0.14",NA,"0","0","0","0","13","13",N,"0","0","85","15","0","0","0",GF,GF,"12","85","3","15","82","3","0","0","0","0","0","0","0","0",263.934960287645
"577","577","581","582",Mahogany Creek,MC1-013,"1009",FTRF9,41.5252080255637,-119.061208460497,"2.2","0.6","0.09",NA,"0","0","0","0","33","33",N,"0","0.5","70","30","0","0","0",GF,GF,"10","85","5","10","80","10","0","0","0","0","0","0","0","0",264.660020083029
"578","578","582","583",Mahogany Creek,MC1-013,"1010",FNRN10,41.5252084551143,-119.061184503962,"14","0.83","0.2",NA,"0","0","0","0","11","11",N,"0","0","80","20","0","0","0",GF,GF,"5","85","10","10","75","15","0","0","0","0","0","0","0","0",266.635538582687
"579","579","583","584",Mahogany Creek,MC1-013,"1011",FTRF11,41.5253042693203,-119.060863948214,"3","0.48","0.12",NA,"0","0","0","0","15","15",N,"0","0","75","25","0","0","0",GF,GF,"10","85","5","15","80","5","0","0","0","0","0","0","0","0",295.72184934264
"580","580","584","585",Mahogany Creek,MC1-013,"1012",FNRN12,41.5253370543646,-119.061044765629,"7","0.7","0.12",NA,"0","0","0","0","10","10",N,"0","0","80","20","0","0","0",GF,GF,"5","90","5","10","85","5","0","0","0","0","0","0","0","0",281.872334222099
"581","581","585","586",Mahogany Creek,MC1-013,"1012",FNRN12,41.5253370543646,-119.061044765629,"7","0.7","0.12",NA,"0","0","0","0","10","10",N,"0","0","80","20","0","0","0",GF,GF,"5","90","5","10","85","5","0","0","0","0","0","0","0","0",281.872334222099
"582","582","586","587",Mahogany Creek,MC1-013,"1012",FNRN12,41.5253370543646,-119.061044765629,"7","0.7","0.12",NA,"0","0","0","0","10","10",N,"0","0","80","20","0","0","0",GF,GF,"5","90","5","10","85","5","0","0","0","0","0","0","0","0",281.872334222099
"583","583","587","588",Mahogany Creek,MC1-013,"1012",FNRN12,41.5253370543646,-119.061044765629,"7","0.7","0.12",NA,"0","0","0","0","10","10",N,"0","0","80","20","0","0","0",GF,GF,"5","90","5","10","85","5","0","0","0","0","0","0","0","0",281.872334222099
"584","584","588","589",Mahogany Creek,MC1-013,"1012",FNRN12,41.5253370543646,-119.061044765629,"7","0.7","0.12",NA,"0","0","0","0","10","10",N,"0","0","80","20","0","0","0",GF,GF,"5","90","5","10","85","5","0","0","0","0","0","0","0","0",281.872334222099
"585","585","589","590",Mahogany Creek,MC1-013,"1013",SSMC2,41.5253651328751,-119.060985731477,"2","0.93","0.18","0.28","0","0","0","0","5","5",N,"0","0","90","10","0","0","0",GF,GF,"13","72","15","13","72","15","0","0","0","0","0","0","0","0",287.536242369364
"586","586","590","591",Mahogany Creek,MC1-013,"1014",FTRF13,41.525365991881,-119.060937818284,"2.3","0.86","0.1",NA,"0","0","0","0","11","11",N,"0","0","75","25","0","0","0",GF,GF,"10","85","5","10","80","10","0","0","0","0","0","0","0","0",291.487225070977
"587","587","591","592",Mahogany Creek,MC1-013,"1014",FTRF13,41.525365991881,-119.060937818284,"2.3","0.86","0.1",NA,"0","0","0","0","11","11",N,"0","0","75","25","0","0","0",GF,GF,"10","85","5","10","80","10","0","0","0","0","0","0","0","0",291.487225070977
"588","588","592","593",Mahogany Creek,MC1-013,"1015",FNRN14,41.5253572050537,-119.060925554223,"17","1","0.2",NA,"0","0","0","0","3","3",N,"0","0","85","15","0","0","0",GF,GF,"5","90","5","0","90","10","0","0","0","0","0","0","0","0",292.233316937366
"589","589","593","594",Mahogany Creek,MC1-013,"1016",FTRF15,41.5253422082458,-119.060757286573,"5.5","0.58","0.17",NA,"0","0","0","0","8","8",N,"0","0","70","30","0","0","0",GF,GF,"8","80","12","5","90","5","0","0","0","0","0","0","0","0",305.578462380431
