"";"X.";"Date.Time..PST.PDT.";"Ch..1...Differential.Pressure....psi.";"Ch..2...Absolute.Pressure....psi.";"Ch..3...Temperature.....F..";"Water.Level....ft.";"Barometric.Pressure....psi."
"999";999;"07/15/2022 22:23:29";"0.1075";"11.6316";"48.89";0,5125;"11.5241"
"1000";1000;"07/15/2022 22:38:29";"0.1106";"11.6356";"48.72";0,5198;"11.5250"
"1001";1001;"07/15/2022 22:53:29";"0.1071";"11.6316";"48.54";0,5116;"11.5246"
"1002";1002;"07/15/2022 23:08:29";"0.1082";"11.6310";"48.18";0,5143;"11.5228"
"1003";1003;"07/15/2022 23:23:29";"0.1070";"11.6301";"48.00";0,5116;"11.5231"
"1004";1004;"07/15/2022 23:38:29";"0.1085";"11.6329";"47.82";0,515;"11.5244"
"1005";1005;"07/15/2022 23:53:29";"0.1079";"11.6314";"47.65";0,5135;"11.5235"
"1006";1006;"07/16/2022 00:08:29";"0.1082";"11.6317";"47.47";0,5142;"11.5235"
"1007";1007;"07/16/2022 00:23:29";"0.1098";"11.6321";"47.29";0,518;"11.5222"
"1008";1008;"07/16/2022 00:38:29";"0.1106";"11.6330";"47.11";0,5198;"11.5224"
"1009";1009;"07/16/2022 00:53:29";"0.1106";"11.6321";"46.93";0,5197;"11.5215"
"1010";1010;"07/16/2022 01:08:29";"0.1079";"11.6287";"46.75";0,5136;"11.5208"
"1011";1011;"07/16/2022 01:23:29";"0.1090";"11.6312";"46.75";0,516;"11.5222"
"1012";1012;"07/16/2022 01:38:29";"0.1091";"11.6303";"46.57";0,5162;"11.5212"
"1013";1013;"07/16/2022 01:53:29";"0.1105";"11.6300";"46.39";0,5195;"11.5195"
"1014";1014;"07/16/2022 02:08:29";"0.1104";"11.6288";"46.39";0,5194;"11.5183"
"1015";1015;"07/16/2022 02:23:29";"0.1092";"11.6272";"46.21";0,5165;"11.5180"
"1016";1016;"07/16/2022 02:38:29";"0.1102";"11.6272";"46.21";0,5189;"11.5170"
"1017";1017;"07/16/2022 02:53:29";"0.1105";"11.6263";"46.03";0,5194;"11.5159"
"1018";1018;"07/16/2022 03:08:29";"0.1111";"11.6269";"46.03";0,5208;"11.5159"
"1019";1019;"07/16/2022 03:23:29";"0.1118";"11.6260";"45.85";0,5224;"11.5143"
"1020";1020;"07/16/2022 03:38:29";"0.1096";"11.6236";"45.85";0,5174;"11.5140"
"1021";1021;"07/16/2022 03:53:29";"0.1085";"11.6229";"45.85";0,515;"11.5144"
"1022";1022;"07/16/2022 04:08:29";"0.1087";"11.6229";"45.85";0,5154;"11.5143"
"1023";1023;"07/16/2022 04:23:29";"0.1117";"11.6248";"45.85";0,5222;"11.5131"
"1024";1024;"07/16/2022 04:38:29";"0.1108";"11.6239";"45.67";0,5202;"11.5131"
"1025";1025;"07/16/2022 04:53:29";"0.1103";"11.6227";"45.67";0,519;"11.5124"
"1026";1026;"07/16/2022 05:08:29";"0.1125";"11.6239";"45.67";0,5241;"11.5114"
"1027";1027;"07/16/2022 05:23:29";"0.1107";"11.6217";"45.49";0,5199;"11.5111"
"1028";1028;"07/16/2022 05:38:29";"0.1088";"11.6199";"45.49";0,5157;"11.5111"
"1029";1029;"07/16/2022 05:53:29";"0.1082";"11.6199";"45.49";0,5143;"11.5116"
"1030";1030;"07/16/2022 06:08:29";"0.1098";"11.6211";"45.49";0,5178;"11.5114"
"1031";1031;"07/16/2022 06:23:29";"0.1116";"11.6248";"45.49";0,522;"11.5132"
"1032";1032;"07/16/2022 06:38:29";"0.1099";"11.6236";"45.49";0,5182;"11.5137"
"1033";1033;"07/16/2022 06:53:29";"0.1076";"11.6211";"45.49";0,5129;"11.5135"
"1034";1034;"07/16/2022 07:08:29";"0.1095";"11.6255";"45.49";0,5171;"11.5160"
"1035";1035;"07/16/2022 07:23:29";"0.1102";"11.6255";"45.49";0,5188;"11.5153"
"1036";1036;"07/16/2022 07:38:29";"0.1107";"11.6264";"45.67";0,5199;"11.5157"
"1037";1037;"07/16/2022 07:53:29";"0.1096";"11.6254";"45.85";0,5174;"11.5159"
"1038";1038;"07/16/2022 08:08:29";"0.1077";"11.6254";"45.85";0,5131;"11.5177"
"1039";1039;"07/16/2022 08:23:29";"0.1072";"11.6257";"46.03";0,5121;"11.5185"
"1040";1040;"07/16/2022 08:38:29";"0.1090";"11.6294";"46.39";0,5161;"11.5203"
"1041";1041;"07/16/2022 08:53:29";"0.1092";"11.6306";"46.75";0,5166;"11.5214"
"1042";1042;"07/16/2022 09:08:29";"0.1071";"11.6296";"46.93";0,5117;"11.5225"
"1043";1043;"07/16/2022 09:23:29";"0.1076";"11.6286";"47.47";0,5128;"11.5211"
"1044";1044;"07/16/2022 09:38:29";"0.1092";"11.6298";"47.82";0,5165;"11.5206"
"1045";1045;"07/16/2022 09:53:29";"0.1095";"11.6286";"48.18";0,5172;"11.5190"
"1046";1046;"07/16/2022 10:08:29";"0.1091";"11.6276";"48.72";0,5163;"11.5185"
"1047";1047;"07/16/2022 10:23:29";"0.1117";"11.6300";"49.07";0,5222;"11.5183"
"1048";1048;"07/16/2022 10:38:29";"0.1126";"11.6299";"49.78";0,5243;"11.5173"
"1049";1049;"07/16/2022 10:53:29";"0.1119";"11.6289";"50.31";0,5227;"11.5170"
"1050";1050;"07/16/2022 11:08:29";"0.1119";"11.6276";"51.02";0,5227;"11.5157"
"1051";1051;"07/16/2022 11:23:29";"0.1128";"11.6291";"51.55";0,5248;"11.5163"
"1052";1052;"07/16/2022 11:38:29";"0.1139";"11.6284";"51.90";0,5272;"11.5145"
"1053";1053;"07/16/2022 11:53:29";"0.1122";"11.6265";"52.60";0,5234;"11.5143"
"1054";1054;"07/16/2022 12:08:29";"0.1135";"11.6276";"53.30";0,5264;"11.5141"
"1055";1055;"07/16/2022 12:23:29";"0.1146";"11.6272";"54.17";0,5288;"11.5127"
"1056";1056;"07/16/2022 12:38:29";"0.1136";"11.6268";"55.04";0,5265;"11.5132"
"1057";1057;"07/16/2022 12:53:29";"0.1154";"11.6270";"55.91";0,5306;"11.5116"
"1058";1058;"07/16/2022 13:08:29";"0.1175";"11.6260";"56.78";0,5356;"11.5085"
"1059";1059;"07/16/2022 13:23:29";"0.1176";"11.6259";"57.47";0,5357;"11.5083"
"1060";1060;"07/16/2022 13:38:29";"0.1151";"11.6230";"58.33";0,5301;"11.5079"
"1061";1061;"07/16/2022 13:53:29";"0.1163";"11.6242";"59.02";0,5328;"11.5079"
"1062";1062;"07/16/2022 14:08:29";"0.1158";"11.6210";"59.37";0,5316;"11.5053"
"1063";1063;"07/16/2022 14:23:29";"0.1171";"11.6210";"59.71";0,5344;"11.5040"
"1064";1064;"07/16/2022 14:38:29";"0.1157";"11.6163";"59.88";0,5314;"11.5006"
"1065";1065;"07/16/2022 14:53:29";"0.1152";"11.6148";"59.71";0,5302;"11.4996"
"1066";1066;"07/16/2022 15:08:29";"0.1158";"11.6127";"59.54";0,5316;"11.4969"
"1067";1067;"07/16/2022 15:23:29";"0.1171";"11.6099";"59.37";0,5345;"11.4928"
"1068";1068;"07/16/2022 15:38:29";"0.1150";"11.6084";"59.19";0,5297;"11.4934"
"1069";1069;"07/16/2022 15:53:29";"0.1168";"11.6074";"59.02";0,5339;"11.4906"
"1070";1070;"07/16/2022 16:08:29";"0.1153";"11.6062";"58.68";0,5305;"11.4909"
"1071";1071;"07/16/2022 16:23:29";"0.1153";"11.6035";"58.51";0,5305;"11.4881"
"1072";1072;"07/16/2022 16:38:29";"0.1155";"11.6029";"58.16";0,5308;"11.4874"
"1073";1073;"07/16/2022 16:53:29";"0.1119";"11.5992";"57.82";0,5228;"11.4873"
"1074";1074;"07/16/2022 17:08:29";"0.1114";"11.5974";"57.47";0,5216;"11.4860"
"1075";1075;"07/16/2022 17:23:29";"0.1124";"11.5981";"57.12";0,5238;"11.4857"
"1076";1076;"07/16/2022 17:38:29";"0.1123";"11.5978";"56.60";0,5235;"11.4855"
"1077";1077;"07/16/2022 17:53:29";"0.1112";"11.5948";"56.26";0,5212;"11.4835"
"1078";1078;"07/16/2022 18:08:29";"0.1120";"11.5945";"55.74";0,5229;"11.4825"
"1079";1079;"07/16/2022 18:23:29";"0.1121";"11.5933";"55.39";0,5232;"11.4812"
"1080";1080;"07/16/2022 18:38:29";"0.1114";"11.5946";"55.04";0,5215;"11.4832"
"1081";1081;"07/16/2022 18:53:29";"0.1084";"11.5922";"54.70";0,5146;"11.4838"
"1082";1082;"07/16/2022 19:08:29";"0.1088";"11.5910";"54.35";0,5155;"11.4822"
"1083";1083;"07/16/2022 19:23:29";"0.1109";"11.5947";"54.00";0,5204;"11.4838"
"1084";1084;"07/16/2022 19:38:29";"0.1069";"11.5904";"53.65";0,5113;"11.4835"
"1085";1085;"07/16/2022 19:53:29";"0.1082";"11.5936";"53.30";0,5142;"11.4854"
"1086";1086;"07/16/2022 20:08:29";"0.1083";"11.5942";"52.95";0,5144;"11.4860"
"1087";1087;"07/16/2022 20:23:29";"0.1078";"11.5949";"52.60";0,5132;"11.4871"
"1088";1088;"07/16/2022 20:38:29";"0.1073";"11.5962";"52.25";0,5122;"11.4889"
"1089";1089;"07/16/2022 20:53:29";"0.1071";"11.5975";"51.90";0,5118;"11.4903"
"1090";1090;"07/16/2022 21:08:29";"0.1066";"11.5994";"51.55";0,5105;"11.4928"
"1091";1091;"07/16/2022 21:23:29";"0.1062";"11.6022";"51.37";0,5096;"11.4960"
"1092";1092;"07/16/2022 21:38:29";"0.1062";"11.6059";"51.02";0,5096;"11.4998"
"1093";1093;"07/16/2022 21:53:29";"0.1074";"11.6103";"50.67";0,5123;"11.5029"
"1094";1094;"07/16/2022 22:08:29";"0.1054";"11.6069";"50.49";0,5079;"11.5015"
"1095";1095;"07/16/2022 22:23:29";"0.1066";"11.6073";"50.31";0,5107;"11.5006"
"1096";1096;"07/16/2022 22:38:29";"0.1085";"11.6085";"49.96";0,5149;"11.5000"
"1097";1097;"07/16/2022 22:53:29";"0.1068";"11.6070";"49.78";0,5111;"11.5002"
"1098";1098;"07/16/2022 23:08:29";"0.1072";"11.6055";"49.60";0,5119;"11.4983"
"1099";1099;"07/16/2022 23:23:29";"0.1094";"11.6012";"49.25";0,517;"11.4918"
"1100";1100;"07/16/2022 23:38:29";"0.1074";"11.6015";"49.07";0,5125;"11.4941"
"1101";1101;"07/16/2022 23:53:29";"0.1072";"11.6006";"48.89";0,512;"11.4934"
"1102";1102;"07/17/2022 00:08:29";"0.1073";"11.6009";"48.72";0,5121;"11.4937"
"1103";1103;"07/17/2022 00:23:29";"0.1066";"11.5994";"48.54";0,5106;"11.4928"
"1104";1104;"07/17/2022 00:38:29";"0.1055";"11.5991";"48.36";0,508;"11.4937"
"1105";1105;"07/17/2022 00:53:29";"0.1059";"11.5964";"48.18";0,509;"11.4905"
"1106";1106;"07/17/2022 01:08:29";"0.1063";"11.5961";"48.00";0,51;"11.4897"
"1107";1107;"07/17/2022 01:23:29";"0.1094";"11.5983";"47.82";0,517;"11.4889"
"1108";1108;"07/17/2022 01:38:29";"0.1071";"11.5961";"47.65";0,5117;"11.4890"
"1109";1109;"07/17/2022 01:53:29";"0.1092";"11.5964";"47.47";0,5164;"11.4873"
"1110";1110;"07/17/2022 02:08:29";"0.1067";"11.5937";"47.29";0,5108;"11.4870"
"1111";1111;"07/17/2022 02:23:29";"0.1078";"11.5949";"47.29";0,5133;"11.4871"
"1112";1112;"07/17/2022 02:38:29";"0.1060";"11.5922";"47.11";0,5093;"11.4861"
"1113";1113;"07/17/2022 02:53:29";"0.1081";"11.5943";"46.93";0,514;"11.4863"
"1114";1114;"07/17/2022 03:08:29";"0.1095";"11.5962";"46.93";0,5172;"11.4867"
"1115";1115;"07/17/2022 03:23:29";"0.1070";"11.5934";"46.75";0,5116;"11.4864"
"1116";1116;"07/17/2022 03:38:29";"0.1084";"11.5944";"46.57";0,5147;"11.4860"
"1117";1117;"07/17/2022 03:53:29";"0.1098";"11.5956";"46.57";0,5179;"11.4858"
"1118";1118;"07/17/2022 04:08:29";"0.1083";"11.5922";"46.39";0,5145;"11.4839"
"1119";1119;"07/17/2022 04:23:29";"0.1097";"11.5935";"46.39";0,5176;"11.4838"
"1120";1120;"07/17/2022 04:38:29";"0.1103";"11.5920";"46.21";0,5191;"11.4816"
"1121";1121;"07/17/2022 04:53:29";"0.1100";"11.5907";"46.21";0,5183;"11.4808"
"1122";1122;"07/17/2022 05:08:29";"0.1110";"11.5904";"46.03";0,5206;"11.4794"
"1123";1123;"07/17/2022 05:23:29";"0.1089";"11.5892";"46.03";0,5158;"11.4803"
"1124";1124;"07/17/2022 05:38:29";"0.1083";"11.5898";"46.03";0,5145;"11.4815"
"1125";1125;"07/17/2022 05:53:29";"0.1078";"11.5886";"46.03";0,5134;"11.4808"
"1126";1126;"07/17/2022 06:08:29";"0.1077";"11.5892";"46.03";0,5131;"11.4815"
"1127";1127;"07/17/2022 06:23:29";"0.1075";"11.5898";"46.03";0,5125;"11.4823"
"1128";1128;"07/17/2022 06:38:29";"0.1084";"11.5889";"46.21";0,5147;"11.4805"
"1129";1129;"07/17/2022 06:53:29";"0.1095";"11.5907";"46.21";0,5173;"11.4812"
"1130";1130;"07/17/2022 07:08:29";"0.1100";"11.5895";"46.21";0,5184;"11.4794"
"1131";1131;"07/17/2022 07:23:29";"0.1068";"11.5922";"46.39";0,5111;"11.4854"
"1132";1132;"07/17/2022 07:38:29";"0.1069";"11.5904";"46.39";0,5112;"11.4835"
"1133";1133;"07/17/2022 07:53:29";"0.1082";"11.5913";"46.57";0,5143;"11.4831"
"1134";1134;"07/17/2022 08:08:29";"0.1092";"11.5916";"46.75";0,5166;"11.4823"
"1135";1135;"07/17/2022 08:23:29";"0.1073";"11.5906";"46.93";0,5121;"11.4834"
"1136";1136;"07/17/2022 08:38:29";"0.1099";"11.5912";"47.29";0,5181;"11.4813"
"1137";1137;"07/17/2022 08:53:29";"0.1078";"11.5909";"47.47";0,5133;"11.4831"
"1138";1138;"07/17/2022 09:08:29";"0.1072";"11.5908";"47.82";0,5119;"11.4837"
"1139";1139;"07/17/2022 09:23:29";"0.1043";"11.5871";"48.18";0,5053;"11.4828"
"1140";1140;"07/17/2022 09:38:29";"0.1066";"11.5877";"48.54";0,5106;"11.4810"
"1141";1141;"07/17/2022 09:53:29";"0.1071";"11.5879";"49.07";0,5118;"11.4808"
"1142";1142;"07/17/2022 10:08:29";"0.1065";"11.5891";"49.43";0,5102;"11.4826"
"1143";1143;"07/17/2022 10:23:29";"0.1042";"11.5860";"49.78";0,5051;"11.4818"
"1144";1144;"07/17/2022 10:38:29";"0.1054";"11.5862";"50.31";0,5079;"11.4808"
"1145";1145;"07/17/2022 10:53:29";"0.1054";"11.5858";"50.84";0,5077;"11.4805"
"1146";1146;"07/17/2022 11:08:29";"0.1077";"11.5870";"51.55";0,513;"11.4793"
"1147";1147;"07/17/2022 11:23:29";"0.1112";"11.5906";"51.90";0,5211;"11.4794"
"1148";1148;"07/17/2022 11:38:29";"0.1083";"11.5863";"52.25";0,5144;"11.4780"
"1149";1149;"07/17/2022 11:53:29";"0.1091";"11.5859";"52.78";0,5162;"11.4768"
"1150";1150;"07/17/2022 12:08:29";"0.1087";"11.5861";"53.30";0,5154;"11.4774"
"1151";1151;"07/17/2022 12:23:29";"0.1086";"11.5829";"54.00";0,5151;"11.4744"
"1152";1152;"07/17/2022 12:38:29";"0.1080";"11.5825";"54.87";0,5138;"11.4745"
"1153";1153;"07/17/2022 12:53:29";"0.1093";"11.5812";"55.56";0,5167;"11.4719"
"1154";1154;"07/17/2022 13:08:29";"0.1112";"11.5814";"56.43";0,5212;"11.4702"
"1155";1155;"07/17/2022 13:23:29";"0.1102";"11.5776";"57.12";0,5188;"11.4674"
"1156";1156;"07/17/2022 13:38:29";"0.1137";"11.5790";"57.99";0,5267;"11.4654"
"1157";1157;"07/17/2022 13:53:29";"0.1129";"11.5759";"58.68";0,5251;"11.4629"
"1158";1158;"07/17/2022 14:08:29";"0.1123";"11.5736";"59.19";0,5236;"11.4613"
"1159";1159;"07/17/2022 14:23:29";"0.1147";"11.5730";"59.54";0,5291;"11.4583"
"1160";1160;"07/17/2022 14:38:29";"0.1114";"11.5686";"59.54";0,5215;"11.4573"
"1161";1161;"07/17/2022 14:53:29";"0.1126";"11.5677";"59.37";0,5244;"11.4551"
"1162";1162;"07/17/2022 15:08:29";"0.1099";"11.5656";"59.19";0,5181;"11.4557"
"1163";1163;"07/17/2022 15:23:29";"0.1125";"11.5637";"59.19";0,5242;"11.4512"
"1164";1164;"07/17/2022 15:38:29";"0.1124";"11.5634";"59.02";0,5238;"11.4510"
"1165";1165;"07/17/2022 15:53:29";"0.1106";"11.5600";"58.85";0,5197;"11.4494"
"1166";1166;"07/17/2022 16:08:29";"0.1107";"11.5591";"58.68";0,52;"11.4484"
"1167";1167;"07/17/2022 16:23:29";"0.1115";"11.5597";"58.68";0,5217;"11.4483"
"1168";1168;"07/17/2022 16:38:29";"0.1113";"11.5542";"58.33";0,5213;"11.4429"
"1169";1169;"07/17/2022 16:53:29";"0.1107";"11.5552";"58.16";0,5199;"11.4445"
"1170";1170;"07/17/2022 17:08:29";"0.1091";"11.5549";"57.99";0,5162;"11.4458"
"1171";1171;"07/17/2022 17:23:29";"0.1075";"11.5543";"57.64";0,5126;"11.4468"
"1172";1172;"07/17/2022 17:38:29";"0.1075";"11.5512";"57.30";0,5126;"11.4438"
"1173";1173;"07/17/2022 17:53:29";"0.1112";"11.5547";"56.78";0,5212;"11.4435"
"1174";1174;"07/17/2022 18:08:29";"0.1104";"11.5547";"56.43";0,5193;"11.4443"
"1175";1175;"07/17/2022 18:23:29";"0.1076";"11.5492";"56.09";0,5129;"11.4416"
"1176";1176;"07/17/2022 18:38:29";"0.1080";"11.5524";"55.74";0,5138;"11.4443"
"1177";1177;"07/17/2022 18:53:29";"0.1087";"11.5536";"55.39";0,5154;"11.4449"
"1178";1178;"07/17/2022 19:08:29";"0.1057";"11.5537";"55.04";0,5086;"11.4480"
"1179";1179;"07/17/2022 19:23:29";"0.1089";"11.5553";"54.52";0,5159;"11.4464"
"1180";1180;"07/17/2022 19:38:29";"0.1063";"11.5541";"54.17";0,5099;"11.4478"
"1181";1181;"07/17/2022 19:53:29";"0.1052";"11.5557";"54.00";0,5075;"11.4504"
"1182";1182;"07/17/2022 20:08:29";"0.1053";"11.5582";"53.65";0,5076;"11.4529"
"1183";1183;"07/17/2022 20:23:29";"0.1047";"11.5592";"53.48";0,5061;"11.4545"
"1184";1184;"07/17/2022 20:38:29";"0.1083";"11.5635";"53.13";0,5145;"11.4552"
"1185";1185;"07/17/2022 20:53:29";"0.1061";"11.5645";"52.95";0,5094;"11.4584"
"1186";1186;"07/17/2022 21:08:29";"0.1046";"11.5652";"52.60";0,5059;"11.4606"
"1187";1187;"07/17/2022 21:23:29";"0.1066";"11.5717";"52.43";0,5106;"11.4651"
"1188";1188;"07/17/2022 21:38:29";"0.1050";"11.5730";"52.07";0,5069;"11.4680"
"1189";1189;"07/17/2022 21:53:29";"0.1063";"11.5770";"51.90";0,5098;"11.4707"
"1190";1190;"07/17/2022 22:08:29";"0.1039";"11.5758";"51.55";0,5044;"11.4719"
"1191";1191;"07/17/2022 22:23:29";"0.1044";"11.5768";"51.37";0,5056;"11.4723"
"1192";1192;"07/17/2022 22:38:29";"0.1063";"11.5799";"51.02";0,5098;"11.4736"
"1193";1193;"07/17/2022 22:53:29";"0.1081";"11.5831";"50.67";0,514;"11.4750"
"1194";1194;"07/17/2022 23:08:29";"0.1081";"11.5834";"50.49";0,5141;"11.4752"
"1195";1195;"07/17/2022 23:23:29";"0.1067";"11.5825";"50.31";0,5107;"11.4758"
"1196";1196;"07/17/2022 23:38:29";"0.1060";"11.5834";"50.14";0,5092;"11.4774"
"1197";1197;"07/17/2022 23:53:29";"0.1061";"11.5850";"49.96";0,5095;"11.4789"
"1198";1198;"07/18/2022 00:08:29";"0.1060";"11.5847";"49.78";0,5092;"11.4787"
"1199";1199;"07/18/2022 00:23:29";"0.1041";"11.5819";"49.60";0,5049;"11.4779"
"1200";1200;"07/18/2022 00:38:29";"0.1060";"11.5838";"49.60";0,5091;"11.4779"
"1201";1201;"07/18/2022 00:53:29";"0.1060";"11.5841";"49.43";0,5092;"11.4781"
"1202";1202;"07/18/2022 01:08:29";"0.1069";"11.5851";"49.25";0,5114;"11.4781"
"1203";1203;"07/18/2022 01:23:29";"0.1060";"11.5836";"49.07";0,5092;"11.4776"
"1204";1204;"07/18/2022 01:38:29";"0.1066";"11.5842";"49.07";0,5106;"11.4776"
"1205";1205;"07/18/2022 01:53:29";"0.1060";"11.5827";"48.89";0,5091;"11.4767"
"1206";1206;"07/18/2022 02:08:29";"0.1058";"11.5848";"48.72";0,5088;"11.4790"
"1207";1207;"07/18/2022 02:23:29";"0.1070";"11.5877";"48.54";0,5116;"11.4806"
"1208";1208;"07/18/2022 02:38:29";"0.1069";"11.5898";"48.36";0,5113;"11.4829"
"1209";1209;"07/18/2022 02:53:29";"0.1089";"11.5908";"48.18";0,5158;"11.4819"
"1210";1210;"07/18/2022 03:08:29";"0.1065";"11.5899";"48.00";0,5104;"11.4834"
"1211";1211;"07/18/2022 03:23:29";"0.1064";"11.5927";"47.82";0,5102;"11.4863"
"1212";1212;"07/18/2022 03:38:29";"0.1085";"11.5949";"47.65";0,5149;"11.4864"
"1213";1213;"07/18/2022 03:53:29";"0.1081";"11.5940";"47.47";0,5141;"11.4858"
"1214";1214;"07/18/2022 04:08:29";"0.1050";"11.5918";"47.29";0,5069;"11.4868"
"1215";1215;"07/18/2022 04:23:29";"0.1072";"11.5928";"47.11";0,512;"11.4855"
"1216";1216;"07/18/2022 04:38:29";"0.1099";"11.5953";"47.11";0,518;"11.4854"
"1217";1217;"07/18/2022 04:53:29";"0.1084";"11.5943";"46.93";0,5146;"11.4860"
"1218";1218;"07/18/2022 05:08:29";"0.1074";"11.5941";"46.75";0,5123;"11.4867"
"1219";1219;"07/18/2022 05:23:29";"0.1061";"11.5944";"46.57";0,5094;"11.4883"
"1220";1220;"07/18/2022 05:38:29";"0.1075";"11.5962";"46.57";0,5127;"11.4887"
"1221";1221;"07/18/2022 05:53:29";"0.1075";"11.5984";"46.39";0,5127;"11.4909"
"1222";1222;"07/18/2022 06:08:29";"0.1089";"11.6019";"46.21";0,5159;"11.4929"
"1223";1223;"07/18/2022 06:23:29";"0.1117";"11.6050";"46.21";0,5223;"11.4932"
"1224";1224;"07/18/2022 06:38:29";"0.1089";"11.6043";"46.21";0,5159;"11.4954"
"1225";1225;"07/18/2022 06:53:29";"0.1057";"11.6031";"46.21";0,5084;"11.4974"
"1226";1226;"07/18/2022 07:08:29";"0.1075";"11.6062";"46.21";0,5125;"11.4987"
"1227";1227;"07/18/2022 07:23:29";"0.1068";"11.6071";"46.39";0,511;"11.5003"
"1228";1228;"07/18/2022 07:38:29";"0.1087";"11.6096";"46.39";0,5153;"11.5009"
"1229";1229;"07/18/2022 07:53:29";"0.1058";"11.6080";"46.57";0,5087;"11.5022"
"1230";1230;"07/18/2022 08:08:29";"0.1081";"11.6120";"46.75";0,5139;"11.5040"
"1231";1231;"07/18/2022 08:23:29";"0.1065";"11.6123";"46.93";0,5103;"11.5058"
"1232";1232;"07/18/2022 08:38:29";"0.1059";"11.6126";"47.11";0,5089;"11.5067"
"1233";1233;"07/18/2022 08:53:29";"0.1069";"11.6154";"47.29";0,5113;"11.5085"
"1234";1234;"07/18/2022 09:08:29";"0.1049";"11.6141";"47.65";0,5067;"11.5092"
"1235";1235;"07/18/2022 09:23:29";"0.1083";"11.6177";"48.00";0,5144;"11.5095"
"1236";1236;"07/18/2022 09:38:29";"0.1050";"11.6146";"48.36";0,5069;"11.5096"
"1237";1237;"07/18/2022 09:53:29";"0.1067";"11.6170";"48.72";0,5108;"11.5103"
"1238";1238;"07/18/2022 10:08:29";"0.1072";"11.6170";"49.07";0,512;"11.5098"
"1239";1239;"07/18/2022 10:23:29";"0.1075";"11.6179";"49.60";0,5127;"11.5103"
"1240";1240;"07/18/2022 10:38:29";"0.1055";"11.6163";"50.14";0,508;"11.5108"
"1241";1241;"07/18/2022 10:53:29";"0.1110";"11.6217";"50.84";0,5206;"11.5108"
"1242";1242;"07/18/2022 11:08:29";"0.1079";"11.6195";"51.37";0,5135;"11.5116"
"1243";1243;"07/18/2022 11:23:29";"0.1065";"11.6176";"51.72";0,5105;"11.5111"
"1244";1244;"07/18/2022 11:38:29";"0.1089";"11.6197";"52.25";0,5159;"11.5108"
"1245";1245;"07/18/2022 11:53:29";"0.1099";"11.6218";"52.78";0,5181;"11.5119"
"1246";1246;"07/18/2022 12:08:29";"0.1080";"11.6186";"53.48";0,5138;"11.5106"
"1247";1247;"07/18/2022 12:23:29";"0.1093";"11.6195";"54.35";0,5167;"11.5102"
"1248";1248;"07/18/2022 12:38:29";"0.1111";"11.6203";"55.22";0,5209;"11.5092"
"1249";1249;"07/18/2022 12:53:29";"0.1114";"11.6193";"56.09";0,5215;"11.5079"
"1250";1250;"07/18/2022 13:08:29";"0.1144";"11.6188";"56.95";0,5285;"11.5044"
"1251";1251;"07/18/2022 13:23:29";"0.1153";"11.6184";"57.82";0,5306;"11.5031"
"1252";1252;"07/18/2022 13:38:29";"0.1132";"11.6171";"58.51";0,5256;"11.5040"
"1253";1253;"07/18/2022 13:53:29";"0.1126";"11.6131";"58.68";0,5243;"11.5005"
"1254";1254;"07/18/2022 14:08:29";"0.1128";"11.6109";"58.51";0,5246;"11.4982"
"1255";1255;"07/18/2022 14:23:29";"0.1103";"11.6088";"58.33";0,5191;"11.4984"
"1256";1256;"07/18/2022 14:38:29";"0.1113";"11.6100";"58.33";0,5212;"11.4987"
"1257";1257;"07/18/2022 14:53:29";"0.1059";"11.6038";"58.33";0,5091;"11.4979"
"1258";1258;"07/18/2022 15:08:29";"0.1066";"11.6038";"57.99";0,5105;"11.4973"
"1259";1259;"07/18/2022 15:23:29";"0.1053";"11.6042";"57.82";0,5076;"11.4989"
"1260";1260;"07/18/2022 15:38:29";"0.1100";"11.6104";"57.82";0,5184;"11.5003"
"1261";1261;"07/18/2022 15:53:29";"0.1079";"11.6036";"57.47";0,5136;"11.4957"
"1262";1262;"07/18/2022 16:08:29";"0.1086";"11.6055";"57.12";0,5152;"11.4969"
"1263";1263;"07/18/2022 16:23:29";"0.1086";"11.6024";"56.78";0,5152;"11.4938"
"1264";1264;"07/18/2022 16:38:29";"0.1072";"11.6000";"56.43";0,512;"11.4928"
"1265";1265;"07/18/2022 16:53:29";"0.1072";"11.5988";"56.09";0,5119;"11.4916"
"1266";1266;"07/18/2022 17:08:29";"0.1069";"11.5991";"55.91";0,5113;"11.4922"
"1267";1267;"07/18/2022 17:23:29";"0.1085";"11.5988";"55.74";0,515;"11.4903"
"1268";1268;"07/18/2022 17:38:29";"0.1081";"11.5983";"55.39";0,514;"11.4902"
"1269";1269;"07/18/2022 17:53:29";"0.1067";"11.5949";"55.22";0,5109;"11.4881"
"1270";1270;"07/18/2022 18:08:29";"0.1044";"11.5943";"54.87";0,5056;"11.4899"
"1271";1271;"07/18/2022 18:23:29";"0.1098";"11.5983";"54.70";0,5178;"11.4886"
"1272";1272;"07/18/2022 18:38:29";"0.1049";"11.5947";"54.35";0,5068;"11.4897"
"1273";1273;"07/18/2022 18:53:29";"0.1053";"11.5956";"54.17";0,5076;"11.4903"
"1274";1274;"07/18/2022 19:08:29";"0.1054";"11.5969";"53.82";0,5079;"11.4915"
"1275";1275;"07/18/2022 19:23:29";"0.1026";"11.5945";"53.48";0,5013;"11.4919"
"1276";1276;"07/18/2022 19:38:29";"0.1026";"11.5967";"53.30";0,5014;"11.4941"
