Comments Form,,,,,,,,,,
Date,Reach #,SO,Channel Unit and Type ,Waypoint name,Latitude/Northing,Longitude/Easting,Zone:,Datum:,Comments,Site description
9/29/2015,MC2-326,96,SSLS3,MSO96,0331908,4601244,11,NAD 83,Grass and willow on left. Grass/willow/shrub on right.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,97,FTRF4,MSO97,0331914,4601241,11,NAD 83,"GF and willows - left; GF, willows, and woody shrubs on right.","Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,98,SSMC4,MSO98,0331915,4601239,11,NAD 83,Same as above; Kyle created root/limb debris pile in pool.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,99,FTRF5,MSO99,0331917,4601240,11,NAD 83,Some poolish habitat behind limbs pile.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,100,FNRN6,MSO100,0331933,4601236,11,NAD 83,Willows overhanging into stream.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,101,FTRF7,MSO101,0331937,4601229,11,NAD 83,Lots of aspen on right bank.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,102,SSLS5,MSO102,0331962,4601235,11,NAD 83,Left bank deeply undercut. Willows growing over stream.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,103,FNRN8,MSO103,0331963,4601242,11,NAD 83,End of aspen at start of unit.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,104,FTRF9,MSO104,0331970,4601243,11,NAD 83,Impenetrable with willows in stream.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,105,SSLS6,MSO105,0331981,4601238,11,NAD 83,High left bank. Deep cut into left bank.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
9/29/2015,MC2-326,106,FTRF10,MSO106,0331986,4601236,11,NAD 83,Lots of willow branches growing into stream.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/1/2015,MC2-326,107,SSLS7,MSO107,0332000,4601241,11,NAD 83,Pool habitat with some willow cover.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/1/2015,MC2-326,108,FTRF11,MSO108,0332003,4601240,11,NAD 83,Small riffle with willow cover.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/1/2015,MC2-326,109,SSMC8,MSO109,0332009,4601241,11,NAD 83,Pool formed by willow roots - has some fast water.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/1/2015,MC2-326,110,FTRF12,MSO110,0332012,4601244,11,NAD 83,Willow cover = dense.,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/1/2015,MC2-326,NA,NA,MC326END,0332018,4601236,11,NAD 83,,"Dense willow cover over stream. High percent rose/sagebrush cover on left bank. Sagebrush farther out on left bank. Wide valley left bank (~100+ m?). Dense willow extends out on right bank. Site has heavy veg cover - willow and rose. Stream is narrower than in upstream aspen site. Seems entrenched - riparian area does not rise very steeply, but as soon as you get out of the willows, it's all grasses and woody shrubs on both sides. Banks drop sharply into water and there could be several bankfull terraces. Mostly grasses along banks. Many willows in water. Valley is not quickly confined by any steep slopes."
7/7/2015,SCC3-486,5091,FTRF1,SCSO5091,0334464,4597266,11,NAD 83,"Long riffle with small pooly areas on sides caused by lateral scour around boulders - but not much residual depth. Lots of emergent vegetation. Dead willow over creek. Started this unit because there was a steeper gradient downstream, but probably still a riffle.",Aspen habitat with some willow by stream. Mostly grasses and some forbs between aspens. Very young to very old aspen. A higher tier makes stream seem slightly entrenched. Many long riffles. Lots of border-line rapid areas in riffles. Several areas with dirt moved indicates rodent/small mammal activity. Lots of cobble and boulder. Pools usually formed by boulder. Lots of emergent veg and plant mats. A couple unstable islands in riffles. Pooly areas at riffle margins. Lots of LWD (small to large) - some not within bankfull.
7/7/2015,SCC3-486,5092,SSLS1,SCSO5092,0334495,4597244,11,NAD 83,Possible fish sighted. Small pool caused by lateral scour around boulder. Good residual depth.,Aspen habitat with some willow by stream. Mostly grasses and some forbs between aspens. Very young to very old aspen. A higher tier makes stream seem slightly entrenched. Many long riffles. Lots of border-line rapid areas in riffles. Several areas with dirt moved indicates rodent/small mammal activity. Lots of cobble and boulder. Pools usually formed by boulder. Lots of emergent veg and plant mats. A couple unstable islands in riffles. Pooly areas at riffle margins. Lots of LWD (small to large) - some not within bankfull.
7/7/2015,SCC3-486,5093,FTRF2,SCSO5093,0334492,4597246,11,NAD 83,Start of old fish reach marker in this unit (GAWS). Small pooly areas on sides caused by woody debris and large cobbles. Emergent veg and veg mats.,Aspen habitat with some willow by stream. Mostly grasses and some forbs between aspens. Very young to very old aspen. A higher tier makes stream seem slightly entrenched. Many long riffles. Lots of border-line rapid areas in riffles. Several areas with dirt moved indicates rodent/small mammal activity. Lots of cobble and boulder. Pools usually formed by boulder. Lots of emergent veg and plant mats. A couple unstable islands in riffles. Pooly areas at riffle margins. Lots of LWD (small to large) - some not within bankfull.
